"","query_seqname","mismatches","count","Proteome.ID","PLength","number_of_12mer","freq","Pathogen","Organism","Organism.Id","Protein.count","CPD","Components","Taxon.mnemonic","Taxonomic.lineage","Genome.assembly.ID","Genome.representation","Chronic.or.Acute","Genome","Family_Viral_Zone","superkingdom","kingdom","phylum","class","order","family","genus","species"
"1","sp|O91464|POLG_AIVA8","1",2,"UP000119554",2432,2421,0.000826104915324246,"Aichi virus","Aichi virus (strain Human/A846/88/1989) (AiV) (Aichi virus (strain A846/88))",650132,"1","Standard","Genome","AIVA8","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kobuvirus, Aichi virus, Aichi virus 1","GCA_000861885.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Kobuvirus","Aichivirus A"
"2","sp|O91464|POLG_AIVA8","2",10,"UP000119554",2432,2421,0.00413052457662123,"Aichi virus","Aichi virus (strain Human/A846/88/1989) (AiV) (Aichi virus (strain A846/88))",650132,"1","Standard","Genome","AIVA8","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kobuvirus, Aichi virus, Aichi virus 1","GCA_000861885.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Kobuvirus","Aichivirus A"
"3","sp|O91464|POLG_AIVA8","3",93,"UP000119554",2432,2421,0.0384138785625774,"Aichi virus","Aichi virus (strain Human/A846/88/1989) (AiV) (Aichi virus (strain A846/88))",650132,"1","Standard","Genome","AIVA8","Viruses, Riboviria, Orthornavirae, Pisuviricota, Pisoniviricetes, Picornavirales, Picornaviridae, Kobuvirus, Aichi virus, Aichi virus 1","GCA_000861885.1","full","Acute","ssRNA+","Picornaviridae","Viruses","Orthornavirae","Pisuviricota","Pisoniviricetes","Picornavirales","Picornaviridae","Kobuvirus","Aichivirus A"
"4","sp|Q9QSP2|MATRX_ABLVB","3",3,"UP000006934",212,201,0.0149253731343284,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"5","sp|Q9QSP1|GLYCO_ABLVB","3",14,"UP000006934",525,514,0.0272373540856031,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"6","sp|Q9QSP3|PHOSP_ABLVB","3",7,"UP000006934",297,286,0.0244755244755245,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"7","sp|Q9QSP4|NCAP_ABLVB","3",6,"UP000006934",450,439,0.0136674259681093,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"8","sp|Q9QSP0|L_ABLVB","3",24,"UP000006934",2128,2117,0.0113367973547473,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"9","sp|P89946|POLS_BFV","2",1,"UP000007609",1239,1228,0.000814332247557003,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"10","sp|P89946|POLS_BFV","3",36,"UP000007609",1239,1228,0.0293159609120521,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
