"","viral_uniprot","query_seqname","protein_length","feature","3","2","1","0","NA"
"1","F5H8Y5","sp|F5H8Y5|TRX1_HHV8P Triplex capsid protein 1 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=TRX1 PE=1 SV=1",331,"Lytic",1.25,0,0,0,NA
"2","F5H982","sp|F5H982|NEC1_HHV8P Nuclear egress protein 1 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=NEC1 PE=1 SV=1",302,"Lytic",4.46735395189003,0,0,0,NA
"3","F5H9W4","sp|F5H9W4|TRM2_HHV8P Tripartite terminase subunit 2 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=TRM2 PE=3 SV=1",80,"Lytic",2.89855072463768,0,0,0,NA
"4","F5H9W9","sp|F5H9W9|TEG7_HHV8P Tegument protein ORF55 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF55 PE=1 SV=1",227,"Lytic",0.925925925925926,0,0,0,NA
"5","F5HA27","sp|F5HA27|NEC2_HHV8P Nuclear egress protein 2 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=NEC2 PE=1 SV=1",271,"Lytic",3.07692307692308,0,0,0,NA
"6","F5HAD1","sp|F5HAD1|ORF58_HHV8P Protein ORF58 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF58 PE=3 SV=1",357,"Lytic",5.20231213872832,0,0,0,NA
"7","F5HAI6","sp|F5HAI6|CEP1_HHV8P Cytoplasmic envelopment protein 1 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF42 PE=3 SV=1",278,"Lytic",2.62172284644195,0,0,0,NA
"8","F5HAK9","sp|F5HAK9|GH_HHV8P Envelope glycoprotein H OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=gH PE=1 SV=1",730,"Lytic",1.66898470097357,0,0,0,NA
"9","F5HAW0","sp|F5HAW0|RIR2_HHV8P Ribonucleoside-diphosphate reductase small subunit OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=RIR2 PE=3 SV=1",305,"Lytic",0.680272108843537,0,0,0,NA
"10","F5HB39","sp|F5HB39|CVC1_HHV8P Capsid vertex component 1 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=CVC1 PE=1 SV=1",454,"Lytic",4.74040632054176,0.677200902934537,0,0,NA
"11","F5HB62","sp|F5HB62|KITH_HHV8P Thymidine kinase OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=TK PE=3 SV=1",580,"Lytic",4.56942003514938,0,0,0,NA
"12","F5HB81","sp|F5HB81|GB_HHV8P Envelope glycoprotein B OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=gB PE=1 SV=1",845,"Lytic",5.03597122302158,0.119904076738609,0,0,NA
"13","F5HB98","sp|F5HB98|K81_HHV8P Protein K8.1 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=K8.1 PE=3 SV=1",228,"Lytic",7.83410138248848,0,0,0,NA
"14","F5HCD4","sp|F5HCD4|ORF35_HHV8P Protein ORF35 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF35 PE=4 SV=1",150,"Lytic",7.19424460431655,0,0,0,NA
"15","F5HCJ2","sp|F5HCJ2|VCCL3_HHV8P Protein vCCL3 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=K4.1 PE=3 SV=1",114,"Lytic",0.970873786407767,0,0,0,NA
"16","F5HCV3","sp|F5HCV3|ORF50_HHV8P Putative transcription activator ORF50 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF50 PE=3 SV=1",691,"Lytic",6.76470588235294,0.147058823529412,0,0,NA
"17","F5HDA4","sp|F5HDA4|K7_HHV8P Protein K7 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=K7 PE=1 SV=1",126,"Lytic",6.95652173913043,0,0,0,NA
"18","F5HDB7","sp|F5HDB7|GL_HHV8P Envelope glycoprotein L OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=gL PE=1 SV=1",167,"Lytic",2.56410256410256,0,0,0,NA
"19","F5HDD0","sp|F5HDD0|GM_HHV8P Envelope glycoprotein M OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=gM PE=1 SV=1",400,"Lytic",1.02827763496144,0,0,0,NA
"20","F5HDE4","sp|F5HDE4|ORF45_HHV8P Protein ORF45 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF45 PE=1 SV=1",407,"Lytic",12.3737373737374,2.77777777777778,0.505050505050505,0,NA
"21","F5HDY6","sp|F5HDY6|ORF27_HHV8P Protein ORF27 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF27 PE=4 SV=1",290,"Lytic",0.716845878136201,0,0,0,NA
"22","F5HEF2","sp|F5HEF2|CEP2_HHV8P Cytoplasmic envelopment protein 2 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF33 PE=3 SV=1",334,"Lytic",1.23839009287926,0,0,0,NA
"23","F5HES7","sp|F5HES7|ORF30_HHV8P Protein ORF30 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF30 PE=4 SV=1",77,"Lytic",3.03030303030303,0,0,0,NA
"24","F5HET8","sp|F5HET8|K6_HHV8P Protein K6 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=K6 PE=3 SV=1",95,"Lytic",27.3809523809524,22.6190476190476,17.8571428571429,10.7142857142857,NA
"25","F5HEU7","sp|F5HEU7|ITP_HHV8P Inner tegument protein OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF63 PE=3 SV=1",928,"Lytic",1.9629225736096,0.109051254089422,0,0,NA
"26","F5HEZ4","sp|F5HEZ4|VFLIP_HHV8P Viral FLICE protein OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF71 PE=1 SV=1",188,"Latent",1.12994350282486,0,0,0,NA
"27","F5HF36","sp|F5HF36|K42_HHV8P Protein K4.2 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=K4.2 PE=4 SV=1",182,"Lytic",7.60233918128655,0.584795321637427,0,0,NA
"28","F5HF47","sp|F5HF47|UL32_HHV8P Packaging protein UL32 homolog OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF68 PE=1 SV=1",467,"Lytic",2.63157894736842,0,0,0,NA
"29","F5HF68","sp|F5HF68|VIRF1_HHV8P VIRF-1 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=vIRF-1 PE=1 SV=1",449,"Latent",4.5662100456621,0.228310502283105,0,0,NA
"30","F5HFA1","sp|F5HFA1|UNG_HHV8P Uracil-DNA glycosylase OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF46 PE=1 SV=1",255,"Lytic",9.42622950819672,4.09836065573771,1.63934426229508,0,NA
"31","F5HFD2","sp|F5HFD2|ORF24_HHV8P Protein ORF24 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF24 PE=1 SV=1",752,"Lytic",2.83400809716599,0,0,0,NA
"32","F5HFQ0","sp|F5HFQ0|GN_HHV8P Envelope glycoprotein N OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=gN PE=1 SV=1",110,"Lytic",14.1414141414141,0,0,0,NA
"33","F5HG20","sp|F5HG20|UL49_HHV8P Protein ORF66 OS=Human herpesvirus 8 type P (isolate GK18) OX=868565 GN=ORF66 PE=1 SV=1",429,"Lytic",2.15311004784689,0,0,0,NA
