"","query_seqname","query_start","mismatches","count","Proteome ID","PLength"
"1","sp|D5SGZ8|AAP_AAV2S",62,3,1,"UP000180764",204
"2","sp|D5SGZ8|AAP_AAV2S",63,3,1,"UP000180764",204
"3","sp|D5SGZ8|AAP_AAV2S",64,3,3,"UP000180764",204
"4","sp|D5SGZ8|AAP_AAV2S",65,3,2,"UP000180764",204
"5","sp|D5SGZ8|AAP_AAV2S",66,3,2,"UP000180764",204
"6","sp|D5SGZ8|AAP_AAV2S",67,3,2,"UP000180764",204
"7","sp|D5SGZ8|AAP_AAV2S",68,3,1,"UP000180764",204
"8","sp|D5SGZ8|AAP_AAV2S",69,2,1,"UP000180764",204
"9","sp|D5SGZ8|AAP_AAV2S",70,3,1,"UP000180764",204
"10","sp|D5SGZ8|AAP_AAV2S",134,3,1,"UP000180764",204
"11","sp|D5SGZ8|AAP_AAV2S",159,3,1,"UP000180764",204
"12","sp|D5SGZ8|AAP_AAV2S",171,3,2,"UP000180764",204
"13","sp|P03132|REP68_AAV2S",193,3,1,"UP000180764",536
"14","sp|P03132|REP68_AAV2S",265,3,1,"UP000180764",536
"15","sp|P03132|REP68_AAV2S",330,3,1,"UP000180764",536
"16","sp|P03132|REP68_AAV2S",386,3,1,"UP000180764",536
"17","sp|P03132|REP68_AAV2S",387,3,1,"UP000180764",536
"18","sp|P03132|REP68_AAV2S",505,3,1,"UP000180764",536
"19","sp|P03132|REP68_AAV2S",506,3,1,"UP000180764",536
"20","sp|P03132|REP68_AAV2S",507,3,1,"UP000180764",536
"21","sp|P03132|REP68_AAV2S",510,3,1,"UP000180764",536
"22","sp|P03132|REP68_AAV2S",511,3,1,"UP000180764",536
"23","sp|P03135|CAPSD_AAV2S",2,3,1,"UP000180764",735
"24","sp|P03135|CAPSD_AAV2S",23,3,1,"UP000180764",735
"25","sp|P03135|CAPSD_AAV2S",24,2,1,"UP000180764",735
"26","sp|P03135|CAPSD_AAV2S",24,3,1,"UP000180764",735
"27","sp|P03135|CAPSD_AAV2S",25,3,2,"UP000180764",735
"28","sp|P03135|CAPSD_AAV2S",27,3,1,"UP000180764",735
"29","sp|P03135|CAPSD_AAV2S",120,3,1,"UP000180764",735
"30","sp|P03135|CAPSD_AAV2S",121,3,1,"UP000180764",735
"31","sp|P03135|CAPSD_AAV2S",127,3,1,"UP000180764",735
"32","sp|P03135|CAPSD_AAV2S",131,3,1,"UP000180764",735
"33","sp|P03135|CAPSD_AAV2S",132,3,1,"UP000180764",735
"34","sp|P03135|CAPSD_AAV2S",133,3,1,"UP000180764",735
"35","sp|P03135|CAPSD_AAV2S",151,3,2,"UP000180764",735
"36","sp|P03135|CAPSD_AAV2S",152,3,1,"UP000180764",735
"37","sp|P03135|CAPSD_AAV2S",153,3,1,"UP000180764",735
"38","sp|P03135|CAPSD_AAV2S",186,3,1,"UP000180764",735
"39","sp|P03135|CAPSD_AAV2S",317,3,1,"UP000180764",735
"40","sp|P03135|CAPSD_AAV2S",380,3,1,"UP000180764",735
"41","sp|P03135|CAPSD_AAV2S",428,3,1,"UP000180764",735
"42","sp|P03135|CAPSD_AAV2S",429,3,1,"UP000180764",735
"43","sp|P03135|CAPSD_AAV2S",588,3,1,"UP000180764",735
"44","sp|P03135|CAPSD_AAV2S",589,3,1,"UP000180764",735
"45","sp|P03135|CAPSD_AAV2S",590,3,1,"UP000180764",735
"46","sp|Q89268|REP78_AAV2S",193,3,1,"UP000180764",621
"47","sp|Q89268|REP78_AAV2S",265,3,1,"UP000180764",621
"48","sp|Q89268|REP78_AAV2S",330,3,2,"UP000180764",621
"49","sp|Q89268|REP78_AAV2S",332,3,1,"UP000180764",621
"50","sp|Q89268|REP78_AAV2S",386,3,1,"UP000180764",621
"51","sp|Q89268|REP78_AAV2S",387,3,1,"UP000180764",621
"52","sp|Q89268|REP78_AAV2S",505,3,1,"UP000180764",621
"53","sp|Q89268|REP78_AAV2S",506,3,1,"UP000180764",621
"54","sp|Q89268|REP78_AAV2S",507,3,1,"UP000180764",621
"55","sp|Q89268|REP78_AAV2S",510,3,1,"UP000180764",621
"56","sp|Q89268|REP78_AAV2S",511,3,1,"UP000180764",621
"57","sp|Q89269|REP40_AAV2S",41,3,1,"UP000180764",312
"58","sp|Q89269|REP40_AAV2S",106,3,1,"UP000180764",312
"59","sp|Q89269|REP40_AAV2S",162,3,1,"UP000180764",312
"60","sp|Q89269|REP40_AAV2S",163,3,1,"UP000180764",312
"61","sp|Q89269|REP40_AAV2S",281,3,1,"UP000180764",312
"62","sp|Q89269|REP40_AAV2S",282,3,1,"UP000180764",312
"63","sp|Q89269|REP40_AAV2S",283,3,1,"UP000180764",312
"64","sp|Q89269|REP40_AAV2S",286,3,1,"UP000180764",312
"65","sp|Q89269|REP40_AAV2S",287,3,1,"UP000180764",312
"66","sp|Q89270|REP52_AAV2S",41,3,1,"UP000180764",397
"67","sp|Q89270|REP52_AAV2S",106,3,2,"UP000180764",397
"68","sp|Q89270|REP52_AAV2S",108,3,1,"UP000180764",397
"69","sp|Q89270|REP52_AAV2S",162,3,1,"UP000180764",397
"70","sp|Q89270|REP52_AAV2S",163,3,1,"UP000180764",397
"71","sp|Q89270|REP52_AAV2S",281,3,1,"UP000180764",397
"72","sp|Q89270|REP52_AAV2S",282,3,1,"UP000180764",397
"73","sp|Q89270|REP52_AAV2S",283,3,1,"UP000180764",397
"74","sp|Q89270|REP52_AAV2S",286,3,1,"UP000180764",397
"75","sp|Q89270|REP52_AAV2S",287,3,1,"UP000180764",397
"76","sp|O91464|POLG_AIVA8",43,3,1,"UP000119554",2432
"77","sp|O91464|POLG_AIVA8",44,3,1,"UP000119554",2432
"78","sp|O91464|POLG_AIVA8",45,3,1,"UP000119554",2432
"79","sp|O91464|POLG_AIVA8",46,3,1,"UP000119554",2432
"80","sp|O91464|POLG_AIVA8",154,3,1,"UP000119554",2432
"81","sp|O91464|POLG_AIVA8",155,3,1,"UP000119554",2432
"82","sp|O91464|POLG_AIVA8",202,3,1,"UP000119554",2432
"83","sp|O91464|POLG_AIVA8",207,3,2,"UP000119554",2432
"84","sp|O91464|POLG_AIVA8",208,3,2,"UP000119554",2432
"85","sp|O91464|POLG_AIVA8",209,3,2,"UP000119554",2432
"86","sp|O91464|POLG_AIVA8",210,3,2,"UP000119554",2432
"87","sp|O91464|POLG_AIVA8",211,2,1,"UP000119554",2432
"88","sp|O91464|POLG_AIVA8",211,3,1,"UP000119554",2432
"89","sp|O91464|POLG_AIVA8",212,3,1,"UP000119554",2432
"90","sp|O91464|POLG_AIVA8",213,3,1,"UP000119554",2432
"91","sp|O91464|POLG_AIVA8",221,3,1,"UP000119554",2432
"92","sp|O91464|POLG_AIVA8",281,3,1,"UP000119554",2432
"93","sp|O91464|POLG_AIVA8",314,3,1,"UP000119554",2432
"94","sp|O91464|POLG_AIVA8",321,3,2,"UP000119554",2432
"95","sp|O91464|POLG_AIVA8",328,3,1,"UP000119554",2432
"96","sp|O91464|POLG_AIVA8",329,3,1,"UP000119554",2432
"97","sp|O91464|POLG_AIVA8",387,3,2,"UP000119554",2432
"98","sp|O91464|POLG_AIVA8",485,3,1,"UP000119554",2432
"99","sp|O91464|POLG_AIVA8",502,3,1,"UP000119554",2432
"100","sp|O91464|POLG_AIVA8",505,3,3,"UP000119554",2432
"101","sp|O91464|POLG_AIVA8",506,3,2,"UP000119554",2432
"102","sp|O91464|POLG_AIVA8",507,3,3,"UP000119554",2432
"103","sp|O91464|POLG_AIVA8",510,3,1,"UP000119554",2432
"104","sp|O91464|POLG_AIVA8",546,3,1,"UP000119554",2432
"105","sp|O91464|POLG_AIVA8",547,3,1,"UP000119554",2432
"106","sp|O91464|POLG_AIVA8",548,3,2,"UP000119554",2432
"107","sp|O91464|POLG_AIVA8",550,3,1,"UP000119554",2432
"108","sp|O91464|POLG_AIVA8",604,3,1,"UP000119554",2432
"109","sp|O91464|POLG_AIVA8",607,3,1,"UP000119554",2432
"110","sp|O91464|POLG_AIVA8",654,3,1,"UP000119554",2432
"111","sp|O91464|POLG_AIVA8",687,3,1,"UP000119554",2432
"112","sp|O91464|POLG_AIVA8",703,3,1,"UP000119554",2432
"113","sp|O91464|POLG_AIVA8",910,3,1,"UP000119554",2432
"114","sp|O91464|POLG_AIVA8",911,3,1,"UP000119554",2432
"115","sp|O91464|POLG_AIVA8",912,3,1,"UP000119554",2432
"116","sp|O91464|POLG_AIVA8",913,3,1,"UP000119554",2432
"117","sp|O91464|POLG_AIVA8",955,3,1,"UP000119554",2432
"118","sp|O91464|POLG_AIVA8",956,3,1,"UP000119554",2432
"119","sp|O91464|POLG_AIVA8",957,3,1,"UP000119554",2432
"120","sp|O91464|POLG_AIVA8",987,3,1,"UP000119554",2432
"121","sp|O91464|POLG_AIVA8",988,3,6,"UP000119554",2432
"122","sp|O91464|POLG_AIVA8",989,3,6,"UP000119554",2432
"123","sp|O91464|POLG_AIVA8",990,2,5,"UP000119554",2432
"124","sp|O91464|POLG_AIVA8",990,3,51,"UP000119554",2432
"125","sp|O91464|POLG_AIVA8",991,2,2,"UP000119554",2432
"126","sp|O91464|POLG_AIVA8",991,3,57,"UP000119554",2432
"127","sp|O91464|POLG_AIVA8",992,2,2,"UP000119554",2432
"128","sp|O91464|POLG_AIVA8",992,3,46,"UP000119554",2432
"129","sp|O91464|POLG_AIVA8",993,2,4,"UP000119554",2432
"130","sp|O91464|POLG_AIVA8",993,3,66,"UP000119554",2432
"131","sp|O91464|POLG_AIVA8",994,3,22,"UP000119554",2432
"132","sp|O91464|POLG_AIVA8",995,3,2,"UP000119554",2432
"133","sp|O91464|POLG_AIVA8",1067,3,1,"UP000119554",2432
"134","sp|O91464|POLG_AIVA8",1116,3,1,"UP000119554",2432
"135","sp|O91464|POLG_AIVA8",1117,3,1,"UP000119554",2432
"136","sp|O91464|POLG_AIVA8",1121,3,2,"UP000119554",2432
"137","sp|O91464|POLG_AIVA8",1123,3,1,"UP000119554",2432
"138","sp|O91464|POLG_AIVA8",1126,3,1,"UP000119554",2432
"139","sp|O91464|POLG_AIVA8",1130,3,1,"UP000119554",2432
"140","sp|O91464|POLG_AIVA8",1132,3,1,"UP000119554",2432
"141","sp|O91464|POLG_AIVA8",1134,3,3,"UP000119554",2432
"142","sp|O91464|POLG_AIVA8",1135,3,2,"UP000119554",2432
"143","sp|O91464|POLG_AIVA8",1136,3,1,"UP000119554",2432
"144","sp|O91464|POLG_AIVA8",1233,3,1,"UP000119554",2432
"145","sp|O91464|POLG_AIVA8",1240,3,1,"UP000119554",2432
"146","sp|O91464|POLG_AIVA8",1241,3,1,"UP000119554",2432
"147","sp|O91464|POLG_AIVA8",1441,3,3,"UP000119554",2432
"148","sp|O91464|POLG_AIVA8",1442,3,4,"UP000119554",2432
"149","sp|O91464|POLG_AIVA8",1443,2,4,"UP000119554",2432
"150","sp|O91464|POLG_AIVA8",1443,3,11,"UP000119554",2432
"151","sp|O91464|POLG_AIVA8",1444,2,3,"UP000119554",2432
"152","sp|O91464|POLG_AIVA8",1444,3,17,"UP000119554",2432
"153","sp|O91464|POLG_AIVA8",1445,2,8,"UP000119554",2432
"154","sp|O91464|POLG_AIVA8",1445,3,15,"UP000119554",2432
"155","sp|O91464|POLG_AIVA8",1446,1,5,"UP000119554",2432
"156","sp|O91464|POLG_AIVA8",1446,2,10,"UP000119554",2432
"157","sp|O91464|POLG_AIVA8",1446,3,16,"UP000119554",2432
"158","sp|O91464|POLG_AIVA8",1447,1,6,"UP000119554",2432
"159","sp|O91464|POLG_AIVA8",1447,2,12,"UP000119554",2432
"160","sp|O91464|POLG_AIVA8",1447,3,8,"UP000119554",2432
"161","sp|O91464|POLG_AIVA8",1448,2,12,"UP000119554",2432
"162","sp|O91464|POLG_AIVA8",1448,3,12,"UP000119554",2432
"163","sp|O91464|POLG_AIVA8",1449,3,12,"UP000119554",2432
"164","sp|O91464|POLG_AIVA8",1451,3,3,"UP000119554",2432
"165","sp|O91464|POLG_AIVA8",1452,3,1,"UP000119554",2432
"166","sp|O91464|POLG_AIVA8",1453,3,1,"UP000119554",2432
"167","sp|O91464|POLG_AIVA8",1454,3,2,"UP000119554",2432
"168","sp|O91464|POLG_AIVA8",1455,3,1,"UP000119554",2432
"169","sp|O91464|POLG_AIVA8",1456,3,1,"UP000119554",2432
"170","sp|O91464|POLG_AIVA8",1460,3,1,"UP000119554",2432
"171","sp|O91464|POLG_AIVA8",1472,3,2,"UP000119554",2432
"172","sp|O91464|POLG_AIVA8",1517,3,1,"UP000119554",2432
"173","sp|O91464|POLG_AIVA8",1518,3,1,"UP000119554",2432
"174","sp|O91464|POLG_AIVA8",1719,3,1,"UP000119554",2432
"175","sp|O91464|POLG_AIVA8",1907,3,1,"UP000119554",2432
"176","sp|O91464|POLG_AIVA8",1916,3,1,"UP000119554",2432
"177","sp|O91464|POLG_AIVA8",1933,3,1,"UP000119554",2432
"178","sp|O91464|POLG_AIVA8",1984,3,1,"UP000119554",2432
"179","sp|O91464|POLG_AIVA8",2019,3,1,"UP000119554",2432
"180","sp|O91464|POLG_AIVA8",2044,3,1,"UP000119554",2432
"181","sp|O91464|POLG_AIVA8",2047,3,1,"UP000119554",2432
"182","sp|O91464|POLG_AIVA8",2051,3,1,"UP000119554",2432
"183","sp|O91464|POLG_AIVA8",2103,3,1,"UP000119554",2432
"184","sp|O91464|POLG_AIVA8",2104,3,1,"UP000119554",2432
"185","sp|O91464|POLG_AIVA8",2167,3,1,"UP000119554",2432
"186","sp|O91464|POLG_AIVA8",2210,3,1,"UP000119554",2432
"187","sp|O91464|POLG_AIVA8",2333,3,1,"UP000119554",2432
"188","sp|Q9QSP0|L_ABLVB",695,3,1,"UP000006934",2128
"189","sp|Q9QSP0|L_ABLVB",705,3,1,"UP000006934",2128
"190","sp|Q9QSP0|L_ABLVB",867,3,1,"UP000006934",2128
"191","sp|Q9QSP0|L_ABLVB",868,3,1,"UP000006934",2128
"192","sp|Q9QSP0|L_ABLVB",906,3,1,"UP000006934",2128
"193","sp|Q9QSP0|L_ABLVB",911,3,1,"UP000006934",2128
"194","sp|Q9QSP0|L_ABLVB",912,3,1,"UP000006934",2128
"195","sp|Q9QSP0|L_ABLVB",996,3,1,"UP000006934",2128
"196","sp|Q9QSP0|L_ABLVB",1055,3,2,"UP000006934",2128
"197","sp|Q9QSP0|L_ABLVB",1082,3,1,"UP000006934",2128
"198","sp|Q9QSP0|L_ABLVB",1126,3,1,"UP000006934",2128
"199","sp|Q9QSP0|L_ABLVB",1204,3,1,"UP000006934",2128
"200","sp|Q9QSP0|L_ABLVB",1205,3,1,"UP000006934",2128
"201","sp|Q9QSP0|L_ABLVB",1423,3,1,"UP000006934",2128
"202","sp|Q9QSP0|L_ABLVB",1475,3,1,"UP000006934",2128
"203","sp|Q9QSP0|L_ABLVB",1642,3,1,"UP000006934",2128
"204","sp|Q9QSP0|L_ABLVB",1680,3,1,"UP000006934",2128
"205","sp|Q9QSP0|L_ABLVB",1811,3,1,"UP000006934",2128
"206","sp|Q9QSP0|L_ABLVB",1863,3,1,"UP000006934",2128
"207","sp|Q9QSP0|L_ABLVB",1903,3,1,"UP000006934",2128
"208","sp|Q9QSP0|L_ABLVB",2090,3,1,"UP000006934",2128
"209","sp|Q9QSP1|GLYCO_ABLVB",8,3,1,"UP000006934",525
"210","sp|Q9QSP1|GLYCO_ABLVB",43,3,1,"UP000006934",525
"211","sp|Q9QSP1|GLYCO_ABLVB",149,3,1,"UP000006934",525
"212","sp|Q9QSP1|GLYCO_ABLVB",150,3,1,"UP000006934",525
"213","sp|Q9QSP1|GLYCO_ABLVB",241,3,1,"UP000006934",525
"214","sp|Q9QSP1|GLYCO_ABLVB",242,3,1,"UP000006934",525
"215","sp|Q9QSP1|GLYCO_ABLVB",243,3,1,"UP000006934",525
"216","sp|Q9QSP1|GLYCO_ABLVB",244,3,1,"UP000006934",525
"217","sp|Q9QSP1|GLYCO_ABLVB",308,3,1,"UP000006934",525
"218","sp|Q9QSP1|GLYCO_ABLVB",309,3,1,"UP000006934",525
"219","sp|Q9QSP1|GLYCO_ABLVB",389,3,1,"UP000006934",525
"220","sp|Q9QSP1|GLYCO_ABLVB",464,3,1,"UP000006934",525
"221","sp|Q9QSP1|GLYCO_ABLVB",498,3,1,"UP000006934",525
"222","sp|Q9QSP2|MATRX_ABLVB",24,3,1,"UP000006934",212
"223","sp|Q9QSP2|MATRX_ABLVB",25,3,1,"UP000006934",212
"224","sp|Q9QSP2|MATRX_ABLVB",40,3,2,"UP000006934",212
"225","sp|Q9QSP3|PHOSP_ABLVB",45,3,1,"UP000006934",297
"226","sp|Q9QSP3|PHOSP_ABLVB",46,3,1,"UP000006934",297
"227","sp|Q9QSP3|PHOSP_ABLVB",47,3,2,"UP000006934",297
"228","sp|Q9QSP3|PHOSP_ABLVB",134,3,1,"UP000006934",297
"229","sp|Q9QSP3|PHOSP_ABLVB",138,3,1,"UP000006934",297
"230","sp|Q9QSP3|PHOSP_ABLVB",139,3,1,"UP000006934",297
"231","sp|Q9QSP3|PHOSP_ABLVB",169,3,1,"UP000006934",297
"232","sp|Q9QSP4|NCAP_ABLVB",138,3,1,"UP000006934",450
"233","sp|Q9QSP4|NCAP_ABLVB",140,3,1,"UP000006934",450
"234","sp|Q9QSP4|NCAP_ABLVB",199,3,1,"UP000006934",450
"235","sp|Q9QSP4|NCAP_ABLVB",200,3,1,"UP000006934",450
"236","sp|Q9QSP4|NCAP_ABLVB",291,3,1,"UP000006934",450
"237","sp|Q9QSP4|NCAP_ABLVB",393,3,1,"UP000006934",450
"238","sp|Q9INI1|NS2_BAVJK",33,3,2,"UP000000832",425
"239","sp|Q9INI1|NS2_BAVJK",34,3,2,"UP000000832",425
"240","sp|Q9INI1|NS2_BAVJK",36,3,3,"UP000000832",425
"241","sp|Q9INI1|NS2_BAVJK",37,3,2,"UP000000832",425
"242","sp|Q9INI1|NS2_BAVJK",38,3,2,"UP000000832",425
"243","sp|Q9INI1|NS2_BAVJK",39,3,3,"UP000000832",425
"244","sp|Q9INI1|NS2_BAVJK",40,3,2,"UP000000832",425
"245","sp|Q9INI1|NS2_BAVJK",41,3,1,"UP000000832",425
"246","sp|Q9INI1|NS2_BAVJK",43,3,1,"UP000000832",425
"247","sp|Q9INI1|NS2_BAVJK",44,2,1,"UP000000832",425
"248","sp|Q9INI1|NS2_BAVJK",44,3,1,"UP000000832",425
"249","sp|Q9INI1|NS2_BAVJK",45,3,1,"UP000000832",425
"250","sp|Q9INI1|NS2_BAVJK",46,3,1,"UP000000832",425
"251","sp|Q9INI1|NS2_BAVJK",47,3,1,"UP000000832",425
"252","sp|Q9INI1|NS2_BAVJK",99,3,1,"UP000000832",425
"253","sp|Q9INI1|NS2_BAVJK",103,3,1,"UP000000832",425
"254","sp|Q9INI1|NS2_BAVJK",104,3,1,"UP000000832",425
"255","sp|Q9INI2|NS1_BAVJK",4,3,1,"UP000000832",508
"256","sp|Q9INI2|NS1_BAVJK",45,3,1,"UP000000832",508
"257","sp|Q9INI2|NS1_BAVJK",46,3,1,"UP000000832",508
"258","sp|Q9INI2|NS1_BAVJK",62,3,1,"UP000000832",508
"259","sp|Q9INI2|NS1_BAVJK",76,3,1,"UP000000832",508
"260","sp|Q9INI2|NS1_BAVJK",77,3,1,"UP000000832",508
"261","sp|Q9INI2|NS1_BAVJK",78,3,1,"UP000000832",508
"262","sp|Q9INI2|NS1_BAVJK",81,3,1,"UP000000832",508
"263","sp|Q9INI2|NS1_BAVJK",114,3,1,"UP000000832",508
"264","sp|Q9INI2|NS1_BAVJK",235,3,1,"UP000000832",508
"265","sp|Q9INI2|NS1_BAVJK",236,3,1,"UP000000832",508
"266","sp|Q9INI2|NS1_BAVJK",237,3,1,"UP000000832",508
"267","sp|Q9INI2|NS1_BAVJK",265,3,1,"UP000000832",508
"268","sp|Q9INI2|NS1_BAVJK",344,3,1,"UP000000832",508
"269","sp|Q9INI2|NS1_BAVJK",345,3,1,"UP000000832",508
"270","sp|Q9INI2|NS1_BAVJK",356,3,1,"UP000000832",508
"271","sp|Q9INI2|NS1_BAVJK",438,3,1,"UP000000832",508
"272","sp|Q9INI2|NS1_BAVJK",439,3,1,"UP000000832",508
"273","sp|Q9INI2|NS1_BAVJK",440,3,1,"UP000000832",508
"274","sp|Q9INI2|NS1_BAVJK",441,3,1,"UP000000832",508
"275","sp|Q9INI2|NS1_BAVJK",491,3,1,"UP000000832",508
"276","sp|Q9INI2|NS1_BAVJK",492,3,1,"UP000000832",508
"277","sp|Q9INI3|VP4_BAVJK",2,3,1,"UP000000832",576
